GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0044262	P	cellular carbohydrate metabolic process	25	665	417	37767	3e-07	5.2e-05	// A0A0D3CYU7 // A0A0D3CWE6 // A0A0D3BA47 // A0A0D3CXX9 // A0A0D3CYS0 // A0A0D3CVT0 // A0A0D3CVT1 // A0A0D3CY06 // A0A0D3D148 // A0A0D3CYE3 // A0A0D3EI97 // A0A0D3CVJ2 // A0A0D3CXR1 // A0A0D3CYR2 // A0A0D3EIG4 // A0A0D3EIG5 // A0A0D3CVS9 // A0A0D3CVH6 // A0A0D3EIC1 // A0A0D3CXZ2 // A0A0D3CWW7 // A0A0D3D1L8 // A0A0D3D1B1 // A0A0D3D1F5 // A0A0D3CWC9 
GO:0006807	P	nitrogen compound metabolic process	108	665	3826	37767	9.8e-07	0.00014	// A0A0D3D1S3 // A0A0D3CWP9 // A0A0D3EIB3 // A0A0D3CWX9 // A0A0D3EIB8 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CYK5 // A0A0D3CXP3 // A0A0D3CYC9 // A0A0D3CYR3 // A0A0D3CYR2 // A0A0D3CYR0 // A0A0D3CY72 // A0A0D3CY75 // A0A0D3CYA6 // A0A0D3EIB7 // A0A0D3D1F1 // A0A0D3D1F7 // A0A0D3CX87 // A0A0D3CXQ0 // A0A0D3D138 // A0A0D3CYU3 // A0A0D3D184 // A0A0D3D1T6 // A0A0D3CZ52 // A0A0D3CYZ8 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3D1G4 // A0A0D3CYE6 // A0A0D3CYE3 // A0A0D3CYE8 // A0A0D3EIG8 // A0A0D3EIG4 // A0A0D3EIG5 // A0A0D3CYP4 // A0A0D3D197 // A0A0D3CWL1 // A0A0D3CZ64 // A0A0D3EIG1 // A0A0D3CVH6 // A0A0D3D1U7 // A0A0D2ZVR0 // A0A0D3D1M3 // A0A0D3D1M2 // A0A0D3D1R6 // A0A0D3CY86 // A0A0D3CY88 // A0A0D3CVI9 // A0A0D3D1R8 // A0A0D3D1E5 // A0A0D3D1E4 // A0A0D3CY01 // A0A0D3CY04 // A0A0D3CYG6 // A0A0D3EI91 // A0A0D3D164 // A0A0D3EIE6 // A0A0D3D1J6 // A0A0D3D1J7 // A0A0D3CVJ4 // A0A0D3D1S5 // A0A0D3CYN5 // A0A0D3CZA5 // A0A0D3CWJ3 // A0A0D3CZA9 // A0A0D3CZ02 // A0A0D3CX45 // A0A0D3D1B1 // A0A0D3CY35 // A0A0D3D1B9 // A0A0D3CYW2 // A0A0D3EID7 // A0A0D3CWI9 // A0A0D3EID1 // A0A0D3CWI3 // A0A0D3D1P5 // A0A0D3D1P6 // A0A0D3CZB6 // A0A0D3CZB0 // A0A0D3CZB2 // A0A0D3EI72 // A0A0D3CZ13 // A0A0D3CZ15 // A0A0D3D1C0 // A0A0D3CZ98 // A0A0D3CXR9 // A0A0D3CZ93 // A0A0D3CZ60 // A0A0D3D141 // A0A0D3CZ96 // A0A0D3CVS7 // A0A0D3CX44 // A0A0D3D1H2 // A0A0D3CVS3 // A0A0D3CVS2 // A0A0D3D1H8 // A0A0D3D1Q5 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3CX26 // A0A0D3CVL4 // A0A0D3CY51 // A0A0D3CXK9 // A0A0D3CZ29 // A0A0D3D151 // A0A0D3CYN3 
GO:0033554	P	cellular response to stress	23	665	399	37767	1.7e-06	0.00021	// A0A0D3D1M2 // A0A0D3CWI3 // A0A0D3D184 // A0A0D3CZ32 // A0A0D3CZ13 // A0A0D3D1C3 // A0A0D3D1E4 // A0A0D3CYG6 // A0A0D3CYC9 // A0A0D3CZ91 // A0A0D3CVS3 // A0A0D3CVS2 // A0A0D3EIG9 // A0A0D3EIG5 // A0A0D3CYP7 // A0A0D3CVH6 // A0A0D3CYJ9 // A0A0D3EI65 // A0A0D3CY75 // A0A0D3D1B2 // A0A0D3CY35 // A0A0D3D1D3 // A0A0D3CXS5 
GO:0006350	P	transcription	64	665	1923	37767	1.6e-06	0.00021	// A0A0D3EID7 // A0A0D2ZVR0 // A0A0D3CWX9 // A0A0D3CZB2 // A0A0D3CWL1 // A0A0D3D1M2 // A0A0D3CY04 // A0A0D3EIB3 // A0A0D3CZB0 // A0A0D3EIB7 // A0A0D3CY86 // A0A0D3EIB8 // A0A0D3D1T6 // A0A0D3CX87 // A0A0D3CVI9 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CZ52 // A0A0D3CYK5 // A0A0D3CZ13 // A0A0D3CYZ8 // A0A0D3CZ15 // A0A0D3D1C0 // A0A0D3D1E5 // A0A0D3CY01 // A0A0D3EI72 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3D1G4 // A0A0D3CXP3 // A0A0D3CXR9 // A0A0D3CZA5 // A0A0D3CZ93 // A0A0D3D1Q5 // A0A0D3CVS7 // A0A0D3CX44 // A0A0D3CYR0 // A0A0D3EIG8 // A0A0D3CX45 // A0A0D3D1H8 // A0A0D3D1J7 // A0A0D3EIG4 // A0A0D3CVJ4 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3CZ60 // A0A0D3CYN5 // A0A0D3CYN3 // A0A0D3CWJ3 // A0A0D3CX26 // A0A0D3CY72 // A0A0D3CZ02 // A0A0D3D1S5 // A0A0D3EIE6 // A0A0D3D1S3 // A0A0D3CY51 // A0A0D3D141 // A0A0D3CXK9 // A0A0D3D1F7 // A0A0D3EI91 // A0A0D3D151 // A0A0D3CZ64 // A0A0D3CYW2 // A0A0D3CY88 
GO:0006605	P	protein targeting	13	665	155	37767	8.1e-06	0.00094	// A0A0D3D1R6 // A0A0D3CY19 // A0A0D3D1D7 // A0A0D3D1K6 // A0A0D3D1D3 // A0A0D3CVH6 // A0A0D3CYA8 // A0A0D3D1U7 // A0A0D3EI79 // A0A0D3EI65 // A0A0D3CZ64 // A0A0D3D1T0 // A0A0D3CVL4 
GO:0031325	P	positive regulation of cellular metabolic process	10	665	91	37767	1.1e-05	0.0011	// A0A0D3EID7 // A0A0D3CY01 // A0A0D3D1M2 // A0A0D3EIG4 // A0A0D3CXX5 // A0A0D3CVH6 // A0A0D3EIB3 // A0A0D3CZ64 // A0A0D3CY86 // A0A0D3D1G3 
GO:0009893	P	positive regulation of metabolic process	10	665	92	37767	1.1e-05	0.0012	// A0A0D3EID7 // A0A0D3CY01 // A0A0D3D1M2 // A0A0D3EIG4 // A0A0D3CXX5 // A0A0D3CVH6 // A0A0D3EIB3 // A0A0D3CZ64 // A0A0D3CY86 // A0A0D3D1G3 
GO:0009891	P	positive regulation of biosynthetic process	9	665	76	37767	1.7e-05	0.0015	// A0A0D3EID7 // A0A0D3CY01 // A0A0D3D1M2 // A0A0D3EIG4 // A0A0D3CXX5 // A0A0D3CVH6 // A0A0D3EIB3 // A0A0D3CZ64 // A0A0D3CY86 
GO:0031328	P	positive regulation of cellular biosynthetic process	9	665	76	37767	1.7e-05	0.0015	// A0A0D3EID7 // A0A0D3CY01 // A0A0D3D1M2 // A0A0D3EIG4 // A0A0D3CXX5 // A0A0D3CVH6 // A0A0D3EIB3 // A0A0D3CZ64 // A0A0D3CY86 
GO:0042743	P	hydrogen peroxide metabolic process	6	665	27	37767	2e-05	0.0016	// A0A0D3D1B2 // A0A0D3CVJ4 // A0A0D3CVH6 // A0A0D3CYC9 // A0A0D3CXS5 // A0A0D3CZ32 
GO:0044248	P	cellular catabolic process	31	665	746	37767	1.9e-05	0.0016	// A0A0D3CWE6 // A0A0D3CWE3 // A0A0D3CWT0 // A0A0D3CYS0 // A0A0D3CVT0 // A0A0D3CY86 // A0A0D3CZ32 // A0A0D3CZ14 // A0A0D3D1G3 // A0A0D3CY06 // A0A0D3CVS8 // A0A0D3CYA3 // A0A0D3CYR2 // A0A0D3CVS3 // A0A0D3CZC3 // A0A0D3CZC2 // A0A0D3CVJ2 // A0A0D3EIG5 // A0A0D3CYP4 // A0A0D3CVS9 // A0A0D3EIG1 // A0A0D3CVH6 // A0A0D3D1S2 // A0A0D3CX26 // A0A0D3CYL6 // A0A0D3D1B2 // A0A0D3D1B1 // A0A0D3D1D7 // A0A0D3CZ29 // A0A0D3CYF1 // A0A0D3CXS5 
GO:0033365	P	protein localization in organelle	9	665	80	37767	2.4e-05	0.0019	// A0A0D3EID5 // A0A0D3CY19 // A0A0D3D1K6 // A0A0D3D1R6 // A0A0D3CYA8 // A0A0D3D1U7 // A0A0D3EI79 // A0A0D3D1T0 // A0A0D3CVL4 
GO:0048518	P	positive regulation of biological process	16	665	259	37767	2.8e-05	0.0022	// A0A0D3EID7 // A0A0D3CVL3 // A0A0D3D1G3 // A0A0D3CY01 // A0A0D3D1M2 // A0A0D3EIG4 // A0A0D3CYP4 // A0A0D3CXX5 // A0A0D3CVH6 // A0A0D3EIB3 // A0A0D3CVI6 // A0A0D3CZ64 // A0A0D3CY86 // A0A0D3EI65 // A0A0D3D1T5 // A0A0D3CY75 
GO:0045941	P	positive regulation of transcription	8	665	63	37767	3.1e-05	0.0022	// A0A0D3EID7 // A0A0D3CY01 // A0A0D3D1M2 // A0A0D3EIG4 // A0A0D3CXX5 // A0A0D3EIB3 // A0A0D3CZ64 // A0A0D3CY86 
GO:0010628	P	positive regulation of gene expression	8	665	63	37767	3.1e-05	0.0022	// A0A0D3EID7 // A0A0D3CY01 // A0A0D3D1M2 // A0A0D3EIG4 // A0A0D3CXX5 // A0A0D3EIB3 // A0A0D3CZ64 // A0A0D3CY86 
GO:0017038	P	protein import	9	665	86	37767	4.1e-05	0.0028	// A0A0D3D1K6 // A0A0D3D1D7 // A0A0D3D1R6 // A0A0D3CYA8 // A0A0D3D1U7 // A0A0D3EI79 // A0A0D3EI65 // A0A0D3D1T0 // A0A0D3CVL4 
GO:0033036	P	macromolecule localization	22	665	462	37767	4.6e-05	0.003	// A0A0D3EID5 // A0A0D3D1K6 // A0A0D3D1R6 // A0A0D3EI79 // A0A0D3CWM0 // A0A0D3D1T0 // A0A0D3CYA8 // A0A0D3CYC9 // A0A0D3CWF3 // A0A0D3D1Q9 // A0A0D3D1J7 // A0A0D3CVJ2 // A0A0D3CVH6 // A0A0D3D1U7 // A0A0D3EI65 // A0A0D3CVL4 // A0A0D3CWY7 // A0A0D3CY19 // A0A0D3D1D9 // A0A0D3D1D7 // A0A0D3D1D3 // A0A0D3CZ64 
GO:0052542	P	callose deposition during defense response	5	665	19	37767	4.9e-05	0.0031	// A0A0D3CVH6 // A0A0D3D1J7 // A0A0D3EI65 // A0A0D3CYC9 // A0A0D3D1D9 
GO:0010557	P	positive regulation of macromolecule biosynthetic process	8	665	69	37767	5.7e-05	0.0033	// A0A0D3EID7 // A0A0D3CY01 // A0A0D3D1M2 // A0A0D3EIG4 // A0A0D3CXX5 // A0A0D3EIB3 // A0A0D3CZ64 // A0A0D3CY86 
GO:0045935	P	positive regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	8	665	69	37767	5.7e-05	0.0033	// A0A0D3EID7 // A0A0D3CY01 // A0A0D3D1M2 // A0A0D3EIG4 // A0A0D3CXX5 // A0A0D3EIB3 // A0A0D3CZ64 // A0A0D3CY86 
GO:0051173	P	positive regulation of nitrogen compound metabolic process	8	665	70	37767	6.2e-05	0.0035	// A0A0D3EID7 // A0A0D3CY01 // A0A0D3D1M2 // A0A0D3EIG4 // A0A0D3CXX5 // A0A0D3EIB3 // A0A0D3CZ64 // A0A0D3CY86 
GO:0000160	P	two-component signal transduction system (phosphorelay)	9	665	92	37767	6.7e-05	0.0035	// A0A0D3CYY2 // A0A0D3CYR0 // A0A0D3CYD5 // A0A0D3EI65 // A0A0D3CYC9 // A0A0D3CYD3 // A0A0D3CWL4 // A0A0D3EI94 // A0A0D3CYW2 
GO:0033037	P	polysaccharide localization	5	665	21	37767	7.4e-05	0.0035	// A0A0D3CVH6 // A0A0D3D1J7 // A0A0D3EI65 // A0A0D3CYC9 // A0A0D3D1D9 
GO:0009886	P	post-embryonic morphogenesis	6	665	35	37767	7e-05	0.0035	// A0A0D3CVJ9 // A0A0D3CZ13 // A0A0D3D1B3 // A0A0D3EIH2 // A0A0D3CVI1 // A0A0D3CZ21 
GO:0009311	P	oligosaccharide metabolic process	7	665	52	37767	7e-05	0.0035	// A0A0D3CYU7 // A0A0D3CXX9 // A0A0D3CY36 // A0A0D3D1B1 // A0A0D3EIC1 // A0A0D3CWW7 // A0A0D3D1L8 
GO:0052545	P	callose localization	5	665	21	37767	7.4e-05	0.0035	// A0A0D3CVH6 // A0A0D3D1J7 // A0A0D3EI65 // A0A0D3CYC9 // A0A0D3D1D9 
GO:0009058	P	biosynthetic process	126	665	5118	37767	7.4e-05	0.0035	// A0A0D3BA47 // A0A0D3CYS6 // A0A0D3CXY3 // A0A0D3CXY2 // A0A0D3CWP9 // A0A0D3CVT3 // A0A0D3EIB3 // A0A0D3EIB7 // A0A0D3EIB8 // A0A0D3CWW8 // A0A0D3D1V4 // A0A0D3CYK5 // A0A0D3CXP3 // A0A0D3CYC9 // A0A0D3CX44 // A0A0D3CYR0 // A0A0D3EIA7 // A0A0D3D1S3 // A0A0D3D141 // A0A0D3CY72 // A0A0D3CY75 // A0A0D3D1F1 // A0A0D3D1F7 // A0A0D3D1F5 // A0A0D3CYB1 // A0A0D3CXQ0 // A0A0D3CYU7 // A0A0D3CWE6 // A0A0D3CYU3 // A0A0D3D1T5 // A0A0D3D1T6 // A0A0D3CX87 // A0A0D3CY63 // A0A0D3CZ52 // A0A0D3CYZ8 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3CYZ7 // A0A0D3D1G4 // A0A0D3CYE6 // A0A0D3CYE3 // A0A0D3EIG8 // A0A0D3EIG4 // A0A0D3EIG5 // A0A0D3CVH6 // A0A0D3CWL1 // A0A0D3CZ64 // A0A0D3D1L8 // A0A0D3CZ60 // A0A0D3D1U7 // A0A0D3CVH2 // A0A0D2ZVR0 // A0A0D3D1M2 // A0A0D3D1R6 // A0A0D3CWK5 // A0A0D3CY86 // A0A0D3CY88 // A0A0D3CVI9 // A0A0D3CWK8 // A0A0D3D1E7 // A0A0D3D1E5 // A0A0D3CY01 // A0A0D3CWL3 // A0A0D3CY04 // A0A0D3CYG6 // A0A0D3CWX9 // A0A0D3D161 // A0A0D3EI90 // A0A0D3EI91 // A0A0D3D164 // A0A0D3EIE6 // A0A0D3D1J6 // A0A0D3D1J7 // A0A0D3CVJ2 // A0A0D3CVJ4 // A0A0D3CWS0 // A0A0D3D1S5 // A0A0D3CYN5 // A0A0D3CZA5 // A0A0D3CWJ3 // A0A0D3CZA9 // A0A0D3CZ02 // A0A0D3CX45 // A0A0D3EI97 // A0A0D3D1B1 // A0A0D3CY35 // A0A0D3CWC9 // A0A0D3D1Z7 // A0A0D3CYW2 // A0A0D3EID7 // A0A0D3CWI9 // A0A0D3CWR7 // A0A0D3EID9 // A0A0D3CZB0 // A0A0D3CZB1 // A0A0D3CZB2 // A0A0D3EI72 // A0A0D3CY65 // A0A0D3CY23 // A0A0D3CZ13 // A0A0D3CZ15 // A0A0D3D1C0 // A0A0D3CY24 // A0A0D3CXZ2 // A0A0D3CZB9 // A0A0D3D1R8 // A0A0D3D148 // A0A0D3CXR9 // A0A0D3CZ93 // A0A0D3CZ94 // A0A0D3CXR1 // A0A0D3CVS7 // A0A0D3CXX9 // A0A0D3D1Q9 // A0A0D3D1H8 // A0A0D3CWQ9 // A0A0D3D1Q5 // A0A0D3CXX5 // A0A0D3CWH1 // A0A0D3EIC1 // A0A0D3CX26 // A0A0D3CVL4 // A0A0D3CY51 // A0A0D3CXK9 // A0A0D3D151 // A0A0D3CYN3 
